learner_id,gender,age,education_level,course_type,learning_mode,region,device_type,study_hours_per_week,videos_watched,forum_posts,assignments_completed_score,quiz_score,engagement_score,final_score,participation_level,completion_status,performance_category
LRN00660,Male,33,High School,Data Analysis,Self-paced,Alexandria,Mobile,1,20 videos,1,66,49.2,57.9,46.74117836,Medium,Not Completed,Needs Support
LRN00661,Female,26,Professional,Business,Self-paced,Upper Egypt,Mobile,5.6,23 videos,1,74.2,86.2,63.8,67.14478401,Medium,Completed,Very Good
LRN00662,Female,33,Undergraduate,Programming,Instructor-led,Cairo,Laptop,11.4,22 videos,1,73.3,96.1,85.3,75.41837012,High,Completed,Very Good
LRN00663,Female,26,Professional,Programming,Self-paced,Giza,Tablet,9.2,28 videos,4,64.9,76.7,64.8,56.54692324,Medium,Not Completed,Good
LRN00664,Female,22,Undergraduate,AI Fundamentals,Blended,Upper Egypt,Laptop,6,17 videos,4,61.5,83.8,55.3,62.59993273,Medium,Completed,Good
LRN00665,Male,21,High School,AI Fundamentals,Instructor-led,Alexandria,Tablet,4.7,18 videos,4,67.4,65.2,68,59.76039877,Medium,Not Completed,Good
LRN00666,Female,35,Undergraduate,Design,Instructor-led,Giza,Laptop,10.3,24 videos,5,70.7,99.8,83.9,78.11791169,High,Completed,Very Good
LRN00667,Male,18,Professional,Data Analysis,Blended,Delta,Laptop,6.5,16 videos,1,68.6,77.4,39.4,57.52780809,Low,Not Completed,Good
LRN00668,Male,23,High School,Data Analysis,Instructor-led,Alexandria,Mobile,4.8,25 videos,0,81,82.9,81.4,72.35471747,High,Completed,Very Good
LRN00669,Female,35,Graduate,Design,Instructor-led,Delta,Mobile,5.2,24 videos,5,72.8,73.4,83.6,64.29265666,High,Completed,Good
LRN00670,Female,29,Professional,AI Fundamentals,Instructor-led,Delta,Mobile,9.2,26 videos,6,89.2,83.5,96.9,73.67620979,High,Completed,Very Good
LRN00671,Female,16,Graduate,Data Analysis,Blended,Giza,Laptop,5.5,19 videos,4,63.8,82.8,51.7,59.31857997,Medium,Not Completed,Good
LRN00672,Male,24,Undergraduate,Business,Instructor-led,Upper Egypt,Laptop,12.9,30 videos,3,81.5,100,100,83.73474028,High,Completed,Excellent
LRN00673,Male,20,Professional,Data Analysis,Blended,Delta,Mobile,6.5,18 videos,2,75.9,76.8,70,64.70342302,High,Completed,Good
LRN00674,Female,16,Professional,Business,Self-paced,Delta,Laptop,12,35 videos,4,87.2,100,97,90.22133154,High,Completed,Excellent
LRN00675,Female,23,Undergraduate,Design,Instructor-led,Cairo,Laptop,8.5,26 videos,6,91.4,98.7,83.8,74.94460776,High,Completed,Very Good
LRN00676,Male,30,Undergraduate,AI Fundamentals,Instructor-led,Giza,Laptop,9.8,31 videos,4,66.3,99.8,88.1,77.85237238,High,Completed,Very Good
LRN00677,Female,33,Undergraduate,Data Analysis,Instructor-led,Alexandria,Mobile,6.8,24 videos,3,70.8,89.1,81.3,64.32207276,High,Completed,Good
LRN00678,Male,20,Undergraduate,Programming,Self-paced,Cairo,Tablet,5.9,17 videos,3,43.3,56.9,49.8,40.82909661,Medium,Not Completed,Needs Support
LRN00679,Male,39,High School,AI Fundamentals,Blended,Giza,Mobile,4.8,30 videos,6,92,93.1,85.6,84.41418817,High,Completed,Excellent
LRN00680,Male,23,Undergraduate,Business,Instructor-led,Giza,Laptop,9.6,25 videos,5,88.3,96.5,84.9,82.79653227,High,Completed,Excellent
LRN00681,Male,32,Undergraduate,Data Analysis,Self-paced,Cairo,Tablet,3.9,10 videos,1,64.1,58.6,33.5,47.15970599,Low,Not Completed,Needs Support
LRN00682,Female,22,Undergraduate,AI Fundamentals,Instructor-led,Alexandria,Mobile,3.6,17 videos,2,49.2,64.2,56.8,40.71764062,Medium,Not Completed,Needs Support
LRN00683,Male,33,Professional,Business,Self-paced,Cairo,Tablet,4.5,17 videos,2,47.2,55.6,44.1,42.50129866,Medium,Not Completed,Needs Support
LRN00684,Female,22,Graduate,Business,Self-paced,Delta,Mobile,5.4,19 videos,2,66.2,86.6,57.1,52.2360455,Medium,Not Completed,Good
LRN00685,Male,24,Undergraduate,Data Analysis,Instructor-led,Upper Egypt,Mobile,5.5,24 videos,5,69,84.4,84,68.17626361,High,Completed,Very Good
LRN00686,Male,42,Undergraduate,Data Analysis,Instructor-led,Other,Mobile,10.8,33 videos,5,90.6,97.7,100,79.25018151,High,Completed,Very Good
LRN00687,Female,28,Undergraduate,AI Fundamentals,Self-paced,Cairo,Tablet,9.1,19 videos,3,67.9,83,58.7,67.83421872,Medium,Completed,Very Good
LRN00688,Male,25,Undergraduate,Business,Self-paced,Cairo,Mobile,4,11 videos,3,48.3,69.4,43.7,49.11151958,Medium,Not Completed,Needs Support
LRN00689,Female,38,Undergraduate,Programming,Self-paced,Delta,Laptop,13,35 videos,3,100,100,97,83.71953648,High,Completed,Excellent
LRN00690,Female,23,Undergraduate,Data Analysis,Self-paced,Cairo,Tablet,10.3,22 videos,1,84.3,78.8,71.3,73.06296588,High,Completed,Very Good
LRN00691,Female,23,Undergraduate,AI Fundamentals,Blended,Cairo,Mobile,9.2,29 videos,5,72.6,93.4,79.6,84.58694132,High,Completed,Excellent
LRN00692,Male,39,Undergraduate,Design,Self-paced,Upper Egypt,Laptop,9,23 videos,3,73.2,92.6,64,69.69637281,Medium,Completed,Very Good
LRN00693,Female,20,Undergraduate,Programming,Self-paced,Giza,Mobile,7.1,23 videos,4,70.4,74.8,69,67.66151476,High,Completed,Very Good
LRN00694,Male,21,Professional,Data Analysis,Blended,Cairo,Mobile,13.5,34 videos,4,92,100,97,77.6850678,High,Completed,Very Good
LRN00695,Male,24,Undergraduate,Programming,Self-paced,Other,Laptop,8.5,28 videos,1,71.4,79.2,66.4,67.98847972,Medium,Completed,Very Good
LRN00696,Female,24,Undergraduate,Data Analysis,Self-paced,Cairo,Laptop,6.9,18 videos,7,72.6,71.7,63.1,58.53863655,Medium,Not Completed,Good
LRN00697,Female,31,Graduate,Business,Self-paced,Giza,Laptop,5.8,16 videos,1,61,56.8,48.8,48.18492588,Medium,Not Completed,Needs Support
LRN00698,Female,36,Undergraduate,Business,Self-paced,Delta,Laptop,8.2,22 videos,5,76.2,83.6,73.1,72.46557249,High,Completed,Very Good
LRN00699,Male,31,Undergraduate,Data Analysis,Blended,Giza,Laptop,8.1,19 videos,5,62.7,87,64.1,64.20759181,Medium,Completed,Good
LRN00700,Female,24,Graduate,Business,Self-paced,Cairo,Laptop,5.7,16 videos,4,59.9,73.7,44.9,46.22280973,Medium,Not Completed,Needs Support
LRN00701,Male,16,Undergraduate,Design,Instructor-led,Delta,Laptop,10,25 videos,3,52.9,74.6,81.5,71.2711018,High,Completed,Very Good
LRN00702,Female,28,Graduate,Data Analysis,Blended,Cairo,Laptop,8.9,20 videos,3,56.4,84.8,64.5,56.54899841,Medium,Not Completed,Good
LRN00703,Male,29,Graduate,Business,Instructor-led,Upper Egypt,Mobile,8,25 videos,5,72.1,81.2,89.1,66.46732405,High,Completed,Very Good
LRN00704,Female,18,Undergraduate,Programming,Self-paced,Other,Tablet,5.7,19 videos,2,68.3,76.9,50.9,59.37059282,Medium,Not Completed,Good
LRN00705,Female,21,Graduate,Data Analysis,Instructor-led,Giza,Laptop,9.6,27 videos,4,86.4,87.7,97.4,80.14216761,High,Completed,Excellent
LRN00706,Female,29,Graduate,Programming,Instructor-led,Upper Egypt,Laptop,10,35 videos,3,71.3,64.6,89.6,68.49486233,High,Completed,Very Good
LRN00707,Female,20,Graduate,Design,Self-paced,Cairo,Laptop,8.7,30 videos,0,64.6,100,66.6,72.09634337,Medium,Completed,Very Good
LRN00708,Male,26,Undergraduate,AI Fundamentals,Self-paced,Cairo,Laptop,6.7,14 videos,4,42.9,67.5,46,54.65209915,Medium,Not Completed,Good
LRN00709,Female,31,Undergraduate,Programming,Self-paced,Giza,Tablet,9.4,23 videos,1,91.4,89.4,74,78.91149281,High,Completed,Very Good
LRN00710,Female,16,High School,Business,Self-paced,Cairo,Mobile,1,0 videos,1,26.1,37.8,10.4,16.70649869,Low,Not Completed,Needs Support
LRN00711,Female,29,Graduate,Data Analysis,Instructor-led,Other,Laptop,12.1,28 videos,3,100,92,100,73.88955207,High,Completed,Very Good
LRN00712,Female,25,Graduate,Business,Blended,Other,Mobile,5.7,20 videos,8,88.8,76,77.9,69.69543903,High,Completed,Very Good
LRN00713,Female,29,Undergraduate,Design,Self-paced,Cairo,Mobile,2.3,10 videos,1,42.6,65.3,27.2,48.11571415,Low,Not Completed,Needs Support
LRN00714,Female,28,Undergraduate,Design,Self-paced,Cairo,Laptop,7.6,18 videos,5,60.4,74.9,56.1,52.35313544,Medium,Not Completed,Good
LRN00715,Female,25,Undergraduate,Design,Self-paced,Other,Laptop,8.5,27 videos,4,81,100,70.9,70.98025391,High,Completed,Very Good
LRN00716,Male,26,High School,Design,Self-paced,Upper Egypt,Laptop,2.8,22 videos,3,53.5,65.5,45.4,49.39427778,Medium,Not Completed,Needs Support
LRN00717,Female,23,Professional,Business,Instructor-led,Delta,Laptop,7.3,27 videos,1,83.5,60.2,67.8,63.75996629,Medium,Completed,Good
LRN00718,Male,32,Professional,AI Fundamentals,Blended,Alexandria,Mobile,7.5,25 videos,5,77.1,100,77.2,81.32642342,High,Completed,Excellent
LRN00719,Female,40,Professional,Programming,Self-paced,Giza,Mobile,4.9,17 videos,5,57.6,73.1,57.6,63.63055132,Medium,Completed,Good
LRN00720,Male,19,Professional,Data Analysis,Blended,Giza,Laptop,8.9,25 videos,8,71.4,92.9,83.3,75.32542397,High,Completed,Very Good
LRN00721,Male,30,High School,Data Analysis,Instructor-led,Cairo,Laptop,5.2,15 videos,4,81.7,85.2,81,65.97149573,High,Completed,Very Good
LRN00722,Female,18,Undergraduate,Business,Blended,Cairo,Laptop,6.7,20 videos,4,60.5,65.3,57.2,50.29941748,Medium,Not Completed,Good
LRN00723,Male,22,High School,Data Analysis,Self-paced,Other,Tablet,4.1,20 videos,4,66.4,75.9,61.2,55.96686247,Medium,Not Completed,Good
LRN00724,Female,24,Professional,AI Fundamentals,Self-paced,Delta,Mobile,1,8 videos,0,50.7,49.3,12.7,38.42604276,Low,Not Completed,Needs Support
LRN00725,Male,29,Undergraduate,Design,Self-paced,Other,Mobile,4.8,18 videos,1,48.1,81.9,57.6,53.54958133,Medium,Not Completed,Good
LRN00726,Female,24,High School,Data Analysis,Instructor-led,Alexandria,Mobile,4.6,20 videos,4,59.8,60.5,78.5,60.31288657,High,Completed,Good
LRN00727,Female,32,Graduate,Programming,Blended,Delta,Tablet,6.6,15 videos,5,68,74.3,57.3,52.12083022,Medium,Not Completed,Good
LRN00728,Female,31,Graduate,Programming,Instructor-led,Alexandria,Laptop,8.2,25 videos,6,70.1,79.2,80.8,69.40080358,High,Completed,Very Good
LRN00729,Male,16,Undergraduate,Design,Self-paced,Delta,Laptop,7.1,24 videos,3,66,82.2,68,60.79454019,High,Completed,Good
LRN00730,Female,21,Undergraduate,Data Analysis,Instructor-led,Other,Laptop,7.4,17 videos,2,60.7,84.3,70.3,67.27054564,Medium,Completed,Very Good
LRN00731,Female,24,Professional,Data Analysis,Self-paced,Delta,Mobile,4.1,16 videos,1,58.9,57.2,46.7,46.08362867,Medium,Not Completed,Needs Support
LRN00732,Male,34,Undergraduate,Data Analysis,Blended,Cairo,Laptop,12.3,30 videos,6,95,100,97,91.97765399,High,Completed,Excellent
LRN00733,Female,16,High School,Data Analysis,Self-paced,Cairo,Laptop,3.8,22 videos,1,51.2,69.1,43,46.45043086,Medium,Not Completed,Needs Support
LRN00734,Male,20,High School,Design,Self-paced,Alexandria,Laptop,5.3,21 videos,4,64.2,80.3,64.3,61.12513425,Medium,Completed,Good
LRN00735,Female,25,Undergraduate,Design,Instructor-led,Giza,Tablet,11.6,31 videos,4,95.6,89,99.9,88.35040781,High,Completed,Excellent
LRN00736,Female,25,Professional,Data Analysis,Self-paced,Delta,Laptop,6.2,13 videos,5,80.2,61.9,53,56.76554171,Medium,Not Completed,Good
LRN00737,Female,39,Undergraduate,Business,Blended,Other,Laptop,11,35 videos,4,100,100,89.6,87.01155264,High,Completed,Excellent
LRN00738,Female,35,Undergraduate,Design,Self-paced,Delta,Laptop,8.3,19 videos,2,60.3,70.2,60.1,62.10737546,Medium,Completed,Good
LRN00739,Male,21,Undergraduate,Data Analysis,Instructor-led,Cairo,Mobile,6.3,25 videos,3,63.2,79.1,72.9,62.72123613,Medium,Completed,Good
LRN00740,Female,28,Graduate,Data Analysis,Self-paced,Delta,Mobile,1,6 videos,4,44.3,53.6,26.1,27.93094236,Low,Not Completed,Needs Support
LRN00741,Male,25,High School,Data Analysis,Self-paced,Alexandria,Tablet,3.5,17 videos,1,62.8,71.2,42.3,49.02479821,Medium,Not Completed,Needs Support
LRN00742,Female,23,Professional,Data Analysis,Blended,Giza,Laptop,8.2,17 videos,4,70.9,69.6,73.4,53.70774767,High,Not Completed,Good
LRN00743,Female,40,Graduate,Design,Instructor-led,Cairo,Tablet,8,20 videos,3,69.9,63.6,72.6,59.40529059,Medium,Not Completed,Good
LRN00744,Male,23,Graduate,Programming,Instructor-led,Alexandria,Mobile,7.4,24 videos,3,97.6,85.2,96.9,81.87656277,High,Completed,Excellent
LRN00745,Female,30,Undergraduate,Programming,Self-paced,Upper Egypt,Mobile,5,22 videos,6,79.3,68.2,71.2,62.55799168,High,Completed,Good
LRN00746,Male,18,High School,AI Fundamentals,Self-paced,Alexandria,Laptop,7.1,27 videos,5,88.1,94,80.7,83.71828561,High,Completed,Excellent
LRN00747,Female,35,Professional,Data Analysis,Self-paced,Cairo,Laptop,9.3,25 videos,4,82.3,100,76.5,84.72834131,High,Completed,Excellent
LRN00748,Male,32,Professional,Data Analysis,Instructor-led,Cairo,Laptop,10.1,21 videos,2,70.5,79.2,83.6,71.42867777,High,Completed,Very Good
LRN00749,Male,36,Professional,Data Analysis,Self-paced,Giza,Mobile,7.1,22 videos,4,90.3,88.5,69.8,61.22909504,High,Completed,Good
LRN00750,Male,32,Graduate,Data Analysis,Self-paced,Upper Egypt,Tablet,9.9,25 videos,6,90.7,92.8,80.3,82.49172467,High,Completed,Excellent
LRN00751,Male,22,Undergraduate,Data Analysis,Self-paced,Upper Egypt,Laptop,8.8,20 videos,3,80,86.8,67,66.96147212,High,Completed,Very Good
LRN00752,Female,31,High School,AI Fundamentals,Instructor-led,Delta,Laptop,1.4,16 videos,2,54.3,48.3,53.2,46.64614196,Medium,Not Completed,Needs Support
LRN00753,Female,28,Graduate,Business,Instructor-led,Other,Mobile,5.8,15 videos,5,52.4,77.7,69.5,60.39825163,Medium,Completed,Good
LRN00754,Female,31,Professional,Data Analysis,Instructor-led,Other,Laptop,7,15 videos,1,64.4,48.2,58.7,53.59041824,Medium,Not Completed,Good
LRN00755,Female,17,Graduate,Programming,Instructor-led,Delta,Laptop,11.8,23 videos,1,89.2,92.8,90.9,84.90834688,High,Completed,Excellent
LRN00756,Female,25,Graduate,Business,Blended,Delta,Laptop,6.9,18 videos,4,64.8,73.3,57.9,70.90590458,Medium,Completed,Very Good
LRN00757,Male,24,High School,Programming,Instructor-led,Giza,Laptop,4.8,21 videos,4,76.4,64.9,72,62.66091622,Medium,Completed,Good
LRN00758,Male,25,High School,AI Fundamentals,Instructor-led,Cairo,Mobile,1.5,21 videos,3,66.4,70.9,66.5,49.51430109,Medium,Not Completed,Needs Support
LRN00759,Male,34,Graduate,Programming,Blended,Giza,Mobile,6.4,27 videos,6,83.3,78.2,88.1,76.29156222,High,Completed,Very Good
LRN00760,Female,34,Graduate,Programming,Self-paced,Cairo,Mobile,1,7 videos,2,46.3,59.1,29.8,36.86778521,Low,Not Completed,Needs Support
LRN00761,Female,16,High School,AI Fundamentals,Instructor-led,Delta,Laptop,7.2,40 videos,4,94.5,94,94.2,87.8509651,High,Completed,Excellent
LRN00762,Male,40,Graduate,Data Analysis,Self-paced,Cairo,Mobile,4.6,15 videos,3,69.5,85.9,62,71.23442527,Medium,Completed,Very Good
LRN00763,Female,39,High School,Data Analysis,Instructor-led,Cairo,Mobile,1.4,16 videos,3,59,67,67.7,55.96922749,Medium,Not Completed,Good
LRN00764,Female,36,Undergraduate,AI Fundamentals,Blended,Giza,Mobile,7.5,27 videos,6,83,89.3,76.5,66.9168329,High,Completed,Very Good
LRN00765,Male,19,High School,Design,Blended,Cairo,Mobile,1.5,22 videos,5,45.1,54.4,57.7,40.75340564,Medium,Not Completed,Needs Support
LRN00766,Female,20,High School,Business,Self-paced,Cairo,Laptop,3.7,21 videos,1,46.5,72.7,43.5,55.43375758,Medium,Not Completed,Good
LRN00767,Male,25,Graduate,Design,Self-paced,Other,Mobile,6.2,23 videos,3,65.5,76.8,68.5,71.91001294,High,Completed,Very Good
LRN00768,Male,30,Undergraduate,Data Analysis,Instructor-led,Upper Egypt,Laptop,10,25 videos,9,86.5,100,100,84.93463067,High,Completed,Excellent
LRN00769,Male,16,Undergraduate,Business,Self-paced,Cairo,Mobile,8.9,29 videos,4,100,86.4,87.4,78.46600292,High,Completed,Very Good
LRN00770,Male,25,Professional,Design,Instructor-led,Cairo,Tablet,9.3,27 videos,4,80.5,68.7,87.6,63.22936279,High,Completed,Good
LRN00771,Female,27,Graduate,Programming,Self-paced,Cairo,Laptop,6,17 videos,2,55.5,73.8,35.3,45.72975331,Low,Not Completed,Needs Support
LRN00772,Male,36,High School,Programming,Self-paced,Cairo,Mobile,2.4,14 videos,4,84.7,75.4,56.9,62.02891069,Medium,Completed,Good
LRN00773,Male,20,High School,Programming,Self-paced,Delta,Laptop,6,16 videos,3,72,94,75.6,74.32374076,High,Completed,Very Good
LRN00774,Male,29,Professional,Data Analysis,Instructor-led,Cairo,Laptop,8.4,20 videos,3,71,86.8,71.9,61.79322508,Medium,Completed,Good
LRN00775,Female,37,High School,Data Analysis,Blended,Delta,Tablet,8.1,29 videos,6,100,94,88,86.1266847,High,Completed,Excellent
LRN00776,Male,30,Graduate,Design,Self-paced,Alexandria,Mobile,5.1,20 videos,3,53.2,76.6,48.9,60.83138667,Medium,Completed,Good
LRN00777,Female,18,High School,Design,Self-paced,Cairo,Laptop,1,7 videos,1,33.6,58.5,27,38.22795104,Low,Not Completed,Needs Support
LRN00778,Female,16,Graduate,AI Fundamentals,Blended,Other,Tablet,9.8,23 videos,6,94.6,82.2,80.1,84.54430917,High,Completed,Excellent
LRN00779,Male,32,Graduate,Business,Blended,Alexandria,Laptop,6.7,20 videos,3,80.1,71.3,58.4,63.79734912,Medium,Completed,Good
LRN00780,Female,46,Professional,Business,Blended,Cairo,Laptop,9.1,21 videos,2,66.9,87.8,61.5,68.86183385,Medium,Completed,Very Good
LRN00781,Male,28,High School,Data Analysis,Blended,Delta,Laptop,6.2,22 videos,2,87.4,91.2,73.3,75.12131419,High,Completed,Very Good
LRN00782,Male,26,Undergraduate,Programming,Instructor-led,Delta,Laptop,11.1,29 videos,8,81.5,96,100,89.65211534,High,Completed,Excellent
LRN00783,Male,28,Professional,Business,Blended,Cairo,Laptop,10.7,26 videos,5,86.4,93.4,85,82.53819725,High,Completed,Excellent
LRN00784,Male,21,Undergraduate,AI Fundamentals,Blended,Cairo,Mobile,8.6,20 videos,4,96.6,91.8,78.2,76.15123132,High,Completed,Very Good
LRN00785,Female,20,Graduate,Business,Self-paced,Delta,Laptop,1.5,9 videos,0,23.9,53.6,4.2,28.89215849,Low,Not Completed,Needs Support
LRN00786,Female,44,Undergraduate,Data Analysis,Blended,Giza,Laptop,18.5,45 videos,2,100,100,97,96.36723721,High,Completed,Excellent
LRN00787,Female,38,High School,Data Analysis,Self-paced,Giza,Tablet,2.8,17 videos,1,59.9,65.7,47.4,48.62833016,Medium,Not Completed,Needs Support
LRN00788,Male,16,Undergraduate,AI Fundamentals,Blended,Cairo,Laptop,8.8,23 videos,1,82.7,79.1,64.5,73.41291628,Medium,Completed,Very Good
LRN00789,Male,37,Undergraduate,Programming,Self-paced,Cairo,Laptop,8.5,26 videos,5,70.6,72.1,69.7,64.08242948,High,Completed,Good
LRN00790,Male,28,Undergraduate,Business,Self-paced,Delta,Mobile,7.4,24 videos,6,88.6,86.6,78.8,77.6664351,High,Completed,Very Good
LRN00791,Female,17,Professional,AI Fundamentals,Blended,Other,Laptop,9.4,24 videos,5,73.4,61.6,74,64.77880139,High,Completed,Good
LRN00792,Male,31,Professional,Programming,Blended,Alexandria,Laptop,11.6,20 videos,6,98.7,99.3,88.8,82.84113164,High,Completed,Excellent
LRN00793,Male,21,Graduate,Business,Blended,Upper Egypt,Laptop,14.6,30 videos,8,100,100,97,86.18224951,High,Completed,Excellent
LRN00794,Female,19,Professional,Data Analysis,Self-paced,Cairo,Tablet,8.8,19 videos,4,90.9,100,63.8,73.94868253,Medium,Completed,Very Good
LRN00795,Male,25,Undergraduate,AI Fundamentals,Self-paced,Upper Egypt,Mobile,6,23 videos,2,94.3,96.8,65.7,74.98920954,Medium,Completed,Very Good
LRN00796,Female,37,Undergraduate,Business,Blended,Giza,Laptop,7.3,23 videos,3,68.3,79.6,61.5,71.03263518,Medium,Completed,Very Good
LRN00797,Female,19,High School,AI Fundamentals,Instructor-led,Cairo,Mobile,2.6,13 videos,2,77.8,57.8,69.1,55.34294121,Medium,Not Completed,Good
LRN00798,Male,24,Graduate,Data Analysis,Instructor-led,Giza,Mobile,8.9,31 videos,2,81.2,83,82.1,74.75877327,High,Completed,Very Good
LRN00799,Male,29,Undergraduate,Data Analysis,Self-paced,Alexandria,Laptop,7.4,17 videos,5,64.1,79.1,57.5,65.49507888,Medium,Completed,Very Good
LRN00800,Male,30,High School,Business,Instructor-led,Alexandria,Laptop,5.1,20 videos,7,67.3,71.5,85.6,61.25573467,High,Completed,Good
LRN00801,Female,16,High School,AI Fundamentals,Blended,Cairo,Laptop,4.1,26 videos,10,69.4,64.4,73.1,55.71663884,High,Not Completed,Good
LRN00802,Male,24,Undergraduate,Data Analysis,Self-paced,Giza,Mobile,5.8,23 videos,4,59.5,72.2,63,62.6428956,Medium,Completed,Good
LRN00803,Male,25,Graduate,Business,Instructor-led,Delta,Mobile,5.6,15 videos,3,71.7,68.1,73.4,63.76085133,Medium,Completed,Good
LRN00804,Male,31,Undergraduate,AI Fundamentals,Instructor-led,Alexandria,Laptop,8,23 videos,2,95.4,94.9,79.9,76.62505574,High,Completed,Very Good
LRN00805,Female,36,Graduate,Data Analysis,Instructor-led,Cairo,Laptop,10.4,31 videos,4,77.6,85.3,93.4,74.19327198,High,Completed,Very Good
LRN00806,Female,23,Undergraduate,Programming,Blended,Cairo,Mobile,5.8,19 videos,5,78.4,75.4,57.8,62.61658353,Medium,Completed,Good
LRN00807,Male,46,High School,Programming,Blended,Upper Egypt,Mobile,2.5,18 videos,2,63.5,55.1,59.5,50.70810428,Medium,Not Completed,Good
LRN00808,Male,37,Professional,Data Analysis,Instructor-led,Cairo,Laptop,6.5,11 videos,5,70.2,77.5,64.4,68.97488857,Medium,Completed,Very Good
LRN00809,Female,16,High School,Design,Instructor-led,Upper Egypt,Laptop,6.7,24 videos,3,65.9,74.3,79.4,66.37997506,High,Completed,Very Good
LRN00810,Male,22,Undergraduate,Design,Instructor-led,Cairo,Laptop,9.1,18 videos,2,73.7,91.6,78.6,68.56746742,High,Completed,Very Good
LRN00811,Female,29,High School,Business,Instructor-led,Upper Egypt,Laptop,4.9,19 videos,4,70.2,73.5,78.6,58.98360726,High,Not Completed,Good
LRN00812,Male,19,Professional,AI Fundamentals,Blended,Giza,Mobile,2.8,10 videos,5,61,59.7,52,50.3336126,Medium,Not Completed,Good
LRN00813,Female,24,Professional,Data Analysis,Instructor-led,Giza,Laptop,6.8,19 videos,2,55.5,72.4,65.7,58.50890489,Medium,Not Completed,Good
LRN00814,Male,28,Professional,Design,Instructor-led,Alexandria,Mobile,4.2,10 videos,2,44.6,52.4,59.5,40.53014019,Medium,Not Completed,Needs Support
LRN00815,Male,35,Undergraduate,AI Fundamentals,Self-paced,Giza,Laptop,8.3,26 videos,1,72.3,89.7,57.7,72.91448529,Medium,Completed,Very Good
LRN00816,Female,29,Professional,Business,Self-paced,Alexandria,Tablet,4.4,8 videos,2,34.9,51.2,28.3,24.58534235,Low,Not Completed,Needs Support
LRN00817,Male,27,Graduate,Business,Self-paced,Cairo,Laptop,9.8,20 videos,1,79.6,82.2,72.9,72.7681207,High,Completed,Very Good
LRN00818,Male,29,Professional,Data Analysis,Instructor-led,Alexandria,Mobile,5.5,21 videos,0,70.5,68,76.3,53.35019769,Medium,Not Completed,Good
LRN00819,Male,41,Undergraduate,Data Analysis,Instructor-led,Cairo,Laptop,9.5,16 videos,4,68.6,68.5,79.7,69.06849228,High,Completed,Very Good
LRN00820,Male,16,Undergraduate,Data Analysis,Blended,Giza,Laptop,5.8,17 videos,1,49.3,75.4,52.7,52.57004986,Medium,Not Completed,Good
LRN00821,Female,27,Undergraduate,AI Fundamentals,Instructor-led,Upper Egypt,Laptop,7.2,22 videos,1,63.7,74.9,59.5,63.53863296,Medium,Completed,Good
LRN00822,Male,28,Undergraduate,AI Fundamentals,Self-paced,Cairo,Laptop,7.8,28 videos,6,64.5,72.5,67.3,59.24502901,High,Not Completed,Good
LRN00823,Male,23,Undergraduate,Design,Blended,Delta,Mobile,5,21 videos,5,61.5,70.8,53.7,61.52371787,Medium,Completed,Good
LRN00824,Female,19,Graduate,Design,Self-paced,Cairo,Laptop,5.3,14 videos,4,60.1,57.9,44.9,39.18099979,Medium,Not Completed,Needs Support
LRN00825,Female,35,Undergraduate,Business,Instructor-led,Upper Egypt,Tablet,7.8,20 videos,3,48.1,51.3,63.2,53.25744826,Medium,Not Completed,Good
LRN00826,Male,32,Graduate,AI Fundamentals,Self-paced,Delta,Mobile,6.8,10 videos,1,68,61.6,54.8,51.92075867,Medium,Not Completed,Good
LRN00827,Female,32,High School,Data Analysis,Self-paced,Other,Mobile,5.5,29 videos,5,67.9,66.2,80,62.42049966,High,Completed,Good
LRN00828,Female,23,Graduate,Design,Self-paced,Delta,Mobile,3.1,13 videos,4,71.8,55.7,59.6,53.93044963,Medium,Not Completed,Good
LRN00829,Male,31,Undergraduate,AI Fundamentals,Self-paced,Giza,Mobile,4.1,12 videos,4,71.3,67.3,56.5,48.99789399,Medium,Not Completed,Needs Support
LRN00830,Male,29,Undergraduate,Design,Blended,Giza,Laptop,11.5,31 videos,9,84.6,95.7,94.7,87.77207499,High,Completed,Excellent
LRN00831,Male,22,Undergraduate,Programming,Blended,Alexandria,Mobile,6.4,22 videos,3,79,61.9,67.1,61.92351237,High,Completed,Good
LRN00832,Male,30,High School,Business,Instructor-led,Cairo,Laptop,5.3,25 videos,4,77.6,76.8,72.7,65.64470529,Medium,Completed,Very Good
LRN00833,Female,37,High School,Business,Self-paced,Cairo,Mobile,1.7,20 videos,0,53.1,62.9,46.8,47.93589077,Medium,Not Completed,Needs Support
LRN00834,Male,27,Professional,AI Fundamentals,Self-paced,Alexandria,Laptop,8.9,22 videos,4,62.7,76.3,70.1,64.14615767,High,Completed,Good
LRN00835,Female,23,High School,Business,Self-paced,Giza,Laptop,6.2,27 videos,4,90.5,94,76.7,79.99839472,High,Completed,Very Good
LRN00836,Female,32,Graduate,AI Fundamentals,Instructor-led,Cairo,Laptop,2.7,7 videos,4,31.2,61.5,37.2,36.56788906,Low,Not Completed,Needs Support
LRN00837,Male,36,Professional,AI Fundamentals,Blended,Giza,Laptop,6.5,17 videos,4,89.4,80.5,61.6,72.22591866,Medium,Completed,Very Good
LRN00838,Female,25,Undergraduate,Business,Blended,Other,Laptop,10.8,19 videos,4,77.4,81.9,72.2,73.95648893,High,Completed,Very Good
